Category ID number,Course full name,peserta,Course URL
P12-2025,Makassar 01,1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1467
P12-2025,Tata Busana,1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1468
P12-2025,Makassar 03,1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1469
P12-2025,Makassar 04,1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1470
P12-2025,Makassar 12,1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1478
P12-2025,Pastry & Bakery,1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1472
P12-2025,TATA BUSANA,1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1473
P12-2025,Makassar 08,1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1474
P12-2025,Makassar 09,1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1475
P12-2025,Tata Rias Pengantin Bugis,1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1476
P12-2025,Makassar 05,1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1471
P14-2025,Pelatihan Dasar Aplikasi Perkantoran,1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1548
P17-2025,Kursus Program Dasar Perkantoran 1 Menit Langsung Bisa Rp50.000,1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1666
P17-2025,Kursus Tata Rias Pengantin Sasak Rp750.000,1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1665
P17-2025,Kecerdasan Artifisial Tingkat Pemula,1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1742
P17-2025,LKP AL FATH,1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1663
P17-2025,Lombok Timur 21,1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1662
P17-2025,Lombok Timur 20,1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1661
P17-2025,Lombok Timur 19,1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1660
P17-2025,Lombok Timur 18,1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1659
P17-2025,Lombok Timur 17,1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1658
P17-2025,Lombok Timur 16,1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1657
P17-2025,Lombok Timur 15,1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1656
P17-2025,LKP NIDA JAYA,1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1655
P17-2025,Lombok Timur 23,1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1664
P17-2025,Lombok Timur 13,1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1654
P17-2025,SKB Lombok Timur,1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1652
P17-2025,Lombok Timur 12,1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1653
P17-2025,Kursus Menjahit LKP Yunita,1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1642
P17-2025,KURSUS MENJAHIT LKP HILAL COLLECTION,1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1643
P17-2025,Lombok Timur 04,1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1645
P17-2025,LKP NTB BAROKAH,1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1646
P17-2025,TATA KECANTIKAN RAMBUT LKP YUSNITA,1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1644
