id,lkp_id,nama_kelas,link,peserta,lulusan,status,program_keterampilan
K-MOODLE-1613,LKP-55a0b7c8c9,Microsoft Excel LKP Prima Bina Insani Profesional,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1613,2,0,Sudah Berjalan,
K-MOODLE-1614,LKP-55a0b7c8c9,Web Desain (Wordpress) LKP Prima Bina Insani Profesional,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1614,2,0,Sudah Berjalan,
K-MOODLE-1615,LKP-55a0b7c8c9,Power Point LKP Prima Bina Insani Profesional,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1615,2,0,Sudah Berjalan,
K-MOODLE-1616,LKP-55a0b7c8c9,"Kursus Microsoft Office (Word, Excel, PowerPoint PPT)",https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1616,2,0,Sudah Berjalan,
K-MOODLE-1617,LKP-55a0b7c8c9,English Primary II LKP Prima Bina Insani Profesional,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1617,2,0,Sudah Berjalan,
K-MOODLE-1618,LKP-55a0b7c8c9,Digital Marketing LKP Prima Bina Insani Profesional,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1618,2,0,Sudah Berjalan,
K-MOODLE-1619,LKP-55a0b7c8c9,Public Speaking LKP Prima Bina Insani Profesional,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1619,2,0,Sudah Berjalan,
K-MOODLE-2092,LKP-2033066af4,OPERATOR GARMEN,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=2092,9,0,Sudah Berjalan,
K-MOODLE-2102,LKP-2033066af4,Membuat Celana Kolor,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=2102,2,0,Sudah Berjalan,
K-MOODLE-2107,LKP-2033066af4,Membuat Rok Model A,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=2107,1,0,Sudah Berjalan,
K-MOODLE-2108,LKP-2033066af4,Membuat Daster Midi,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=2108,2,0,Sudah Berjalan,
K-MOODLE-2220,LKP-2033066af4,Untuk contoh cadangan Membuat Rok Model A,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=2220,1,0,Sudah Berjalan,
K-MOODLE-553,LKP-2033066af4,Kursus Membuat Rok Model A,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=553,3,0,Sudah Berjalan,
K-MOODLE-731,LKP-2033066af4,Membuat Blouse Krah Kemeja,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=731,2,0,Sudah Berjalan,
K-MOODLE-733,LKP-2033066af4,Membuat Baju Osis SMA Putri,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=733,2,0,Sudah Berjalan,
K-MOODLE-736,LKP-2033066af4,Membuat Rok Osis SMA Putri,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=736,2,0,Sudah Berjalan,
K-MOODLE-2118,LKP-353f218801,Microsoft Excel LKP Gammatika,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=2118,2,0,Sudah Berjalan,
K-MOODLE-2112,LKP-f080cba3b9,Bekal Dunia Kerja : Microsoft Office dan kolaborasi digital LKP Permata,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=2112,2,0,Sudah Berjalan,
K-MOODLE-2113,LKP-f080cba3b9,Microsoft Word dari Pemula hingga siap kerja LKP PERMATA,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=2113,2,0,Sudah Berjalan,
K-MOODLE-616,LKP-f186fe1f75,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=616,2,0,Sudah Berjalan,
K-MOODLE-393,LKP-aade9db444,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=393,3,0,Sudah Berjalan,
K-MOODLE-346,LKP-fe3f793295,DIGITAL MARKETING DASAR,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=346,9,0,Sudah Berjalan,
K-MOODLE-561,LKP-eae68b2792,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=561,2,0,Sudah Berjalan,
K-MOODLE-613,LKP-d13c9c90d2,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=613,2,0,Sudah Berjalan,
K-MOODLE-383,LKP-e6c6d3f952,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=383,2,0,Sudah Berjalan,
K-MOODLE-547,LKP-fde24525ef,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=547,2,0,Sudah Berjalan,
K-MOODLE-2021,LKP-29c5c321b3,Menjadi Barista Profesional : Langkah awal menuju dunia Kopi Puncak Hotel Institute,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=2021,61,0,Sudah Berjalan,
K-MOODLE-2265,LKP-29c5c321b3,Dari Sampah Jadi Cuan! Rahasia Mengubah Limbah Jadi Penghasilan,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=2265,2,0,Sudah Berjalan,
K-MOODLE-2109,LKP-3d864d5f6e,Dari Ngopi Jadi Barista Profesional,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=2109,2,0,Sudah Berjalan,
K-MOODLE-542,LKP-3d864d5f6e,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=542,2,0,Sudah Berjalan,
K-MOODLE-384,LKP-6aaac54cb9,SENTRAL PRIMA KARYA,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=384,1,0,Sudah Berjalan,
K-MOODLE-361,LKP-065909f7d5,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=361,9,0,Sudah Berjalan,
K-MOODLE-552,LKP-67f9cc8f83,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=552,2,0,Sudah Berjalan,
K-MOODLE-416,LKP-e559c36e72,LKP Sugeng Elektronik,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=416,2,0,Sudah Berjalan,
K-MOODLE-434,LKP-919b39e2ff,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=434,2,0,Sudah Berjalan,
K-MOODLE-655,LKP-1a080629a8,Menjahit Apron untuk Kebersihan Kerja di Dapur,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=655,2,0,Sudah Berjalan,
K-MOODLE-340,LKP-adbefe67a0,Komputer Aplikasi Perkantoran (Ms. Excel),https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=340,268,0,Sudah Berjalan,
K-MOODLE-753,LKP-adbefe67a0,Desain Grafis,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=753,3,0,Sudah Berjalan,
K-MOODLE-866,LKP-adbefe67a0,Komputer Aplikasi Perkantoran (Microsoft Office),https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=866,2,0,Sudah Berjalan,
K-MOODLE-342,LKP-50c3745d95,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=342,3,0,Sudah Berjalan,
K-MOODLE-594,LKP-cf0f7d729f,LKP DEWI BEAUTY SALON,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=594,2,0,Sudah Berjalan,
K-MOODLE-696,LKP-667b89d6ad,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=696,2,0,Sudah Berjalan,
K-MOODLE-854,LKP-7f25eaba78,kursusbaru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=854,2,0,Sudah Berjalan,
K-MOODLE-397,LKP-ee25190dba,PROFESIONAL OPERATOR KOMPUTER DENGAN MICROSOFT OFFICE,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=397,21,0,Sudah Berjalan,
K-MOODLE-853,LKP-f3a688aafe,APLIKASI PERKANTORAN PROFESIONAL,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=853,3,0,Sudah Berjalan,
K-MOODLE-592,LKP-8ae515bd02,Kursus Komputer Microsoft Office,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=592,2,0,Sudah Berjalan,
K-MOODLE-1072,LKP-0b52af0c48,KURSUS TEKNIK SEPEDA MOTOR - SISTEM INJEKSI,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1072,19,0,Sudah Berjalan,
K-MOODLE-2100,LKP-0b52af0c48,Perawatan Sistem kelistrikan Sepeda Motor Dasar,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=2100,2,0,Sudah Berjalan,
K-MOODLE-433,LKP-0b52af0c48,MENGEMUDI ( FAMILY DRIVER ),https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=433,23,0,Sudah Berjalan,
K-MOODLE-409,LKP-d623a51bd3,Membuat Game Dengan Aplikasi GDevelop,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=409,2,0,Sudah Berjalan,
K-MOODLE-527,LKP-5aa4d3985c,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=527,2,0,Sudah Berjalan,
K-MOODLE-558,LKP-68384affa9,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=558,1,0,Sudah Berjalan,
K-MOODLE-764,LKP-3faeccb48c,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=764,2,0,Sudah Berjalan,
K-MOODLE-625,LKP-146d9f1b1c,Teknisi Komputer,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=625,1,0,Sudah Berjalan,
K-MOODLE-646,LKP-978ad25a38,Design Engineering,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=646,2,0,Sudah Berjalan,
K-MOODLE-649,LKP-578a040e74,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=649,4,0,Sudah Berjalan,
K-MOODLE-2216,LKP-f7fc7ff8da,Jago bikin donat tanpa alat mahal : hasil bakery dari dapur rumah,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=2216,2,0,Sudah Berjalan,
K-MOODLE-2114,LKP-dd04eef2eb,Belajar membuat Desain Poster untuk Iklan dan Logo Perusahan bagi Desain Grafis dan Multimedia,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=2114,2,0,Sudah Berjalan,
K-MOODLE-414,LKP-331c039ba4,Kursus Desain Digital Printing dengan Corel,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=414,3,0,Sudah Berjalan,
K-MOODLE-1073,LKP-2471b0d39c,Program MS Word : Mahir Mengolah Dokumen,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1073,4,0,Sudah Berjalan,
K-MOODLE-2079,LKP-2471b0d39c,kursus baru 1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=2079,2,0,Sudah Berjalan,
K-MOODLE-2080,LKP-2471b0d39c,DASAR-DASAR EDITING DENGAN ADOBE PREMIERE PRO,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=2080,2,0,Sudah Berjalan,
K-MOODLE-683,LKP-2471b0d39c,BELAJAR MENGGUNAKAN CORELDRAW BAGI PEMULA #1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=683,3,0,Sudah Berjalan,
K-MOODLE-1246,LKP-ca0a0347de,Digital Marketing - SEO & Landing Page,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1246,2,0,Sudah Berjalan,
K-MOODLE-2096,LKP-ca0a0347de,Content & Social Media Marketing,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=2096,2,0,Sudah Berjalan,
K-MOODLE-839,LKP-73d16c76b4,Kursus Baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=839,2,0,Sudah Berjalan,
K-MOODLE-673,LKP-ce10c1eeb4,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=673,2,0,Sudah Berjalan,
K-MOODLE-405,LKP-56b800d172,Teknisi jaringan dan sistem komputer,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=405,2,0,Sudah Berjalan,
K-MOODLE-2074,LKP-7abaf10f54,Membuat Hiasan Sulam Pita pada Busana bagi Penyulam,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=2074,2,0,Sudah Berjalan,
K-MOODLE-2075,LKP-7abaf10f54,Menjahit Celana Kulot bagi Tukang Jahit,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=2075,2,0,Sudah Berjalan,
K-MOODLE-2076,LKP-7abaf10f54,Menjahit Kemeja bagi Tukang Jahit,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=2076,2,0,Sudah Berjalan,
K-MOODLE-2077,LKP-7abaf10f54,Menjahit Rok SMA bagi Tukang Jahit,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=2077,2,0,Sudah Berjalan,
K-MOODLE-408,LKP-7abaf10f54,Teknik Menjahit Daster Gondel,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=408,3,0,Sudah Berjalan,
K-MOODLE-388,LKP-02fb2d3c5f,LKP PRIMA ENGLISH COURSE,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=388,2,0,Sudah Berjalan,
K-MOODLE-2099,LKP-48cf655632,Kursus Digital Marketing,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=2099,1,0,Sudah Berjalan,
K-MOODLE-418,LKP-48cf655632,Kursus Microsoft Word Mahir,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=418,2,0,Sudah Berjalan,
K-MOODLE-2218,LKP-cc87af5907,Menjahit Blus Wanita  LKP MULIYA,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=2218,2,0,Sudah Berjalan,
K-MOODLE-2219,LKP-070c600da8,Menjahit Tata Busana Level 2 - LKP Seroja,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=2219,2,0,Sudah Berjalan,
K-MOODLE-608,LKP-6246f2b0a8,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=608,2,0,Sudah Berjalan,
K-MOODLE-2121,LKP-a6187d7f93,"Sukses Dunia Kerja, Kuasai Microsoft Office Excel untuk Fresh Graduate dan Pencari Kerja",https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=2121,3,0,Sudah Berjalan,
K-MOODLE-2282,LKP-a6187d7f93,"Sukses Dunia Kerja, Kuasai Microsoft Office Word untuk Fresh Graduate dan Pencari Kerja",https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=2282,3,0,Sudah Berjalan,
K-MOODLE-539,LKP-a47ac50131,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=539,1,0,Sudah Berjalan,
K-MOODLE-548,LKP-f40672c91b,DESAIN GRAFIS,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=548,2,0,Sudah Berjalan,
K-MOODLE-664,LKP-f40672c91b,DESAIN GRAFIS salin 1,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=664,1,0,Sudah Berjalan,
K-MOODLE-691,LKP-20341091c2,Belajar Website Simpel Menggunakan Wordpress,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=691,2,0,Sudah Berjalan,
K-MOODLE-412,LKP-5a2bad6b8e,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=412,2,0,Sudah Berjalan,
K-MOODLE-456,LKP-6f57e4d187,Belajar Dasar-dasar Digital Marketing,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=456,2,0,Sudah Berjalan,
K-MOODLE-2280,LKP-b5204dcfbd,"""Solusi Meraih Prestasi: Prestasi Cemerlang, Naik Kelas Gak Pusing!""",https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=2280,2,0,Sudah Berjalan,
K-MOODLE-550,LKP-0024667e54,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=550,2,0,Sudah Berjalan,
K-MOODLE-453,LKP-57c5a27716,PROGRAM PRESENTATION ( POWER POINT),https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=453,5,0,Sudah Berjalan,
K-MOODLE-851,LKP-57c5a27716,GRAPHIC DESIGN (COREL DRAW),https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=851,5,0,Sudah Berjalan,
K-MOODLE-875,LKP-57c5a27716,OFFICE ADMINISTRATION,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=875,35,0,Sudah Berjalan,
K-MOODLE-876,LKP-57c5a27716,OFFICE ACCOUNTING (SPREADSHEET),https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=876,2,0,Sudah Berjalan,
K-MOODLE-919,LKP-57c5a27716,DESAIN KOMUNIKASI VISUAL,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=919,1,0,Sudah Berjalan,
K-MOODLE-402,LKP-9a97e44bc5,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=402,2,0,Sudah Berjalan,
K-MOODLE-752,LKP-681b753480,Teknik Komputer dan Jaringan Dasar,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=752,3,0,Sudah Berjalan,
K-MOODLE-770,LKP-681b753480,ADMINISTRASI PERKANTORAN PROFESIONAL DENGAN MS WORD & MS EXCEL,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=770,14,0,Sudah Berjalan,
K-MOODLE-772,LKP-681b753480,Menjadi  Teknisi Sistem Operasi Laptop,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=772,1,0,Sudah Berjalan,
K-MOODLE-774,LKP-681b753480,Membuat Stempel Warna dan Stempel Runaflek Profesional,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=774,1,0,Sudah Berjalan,
K-MOODLE-486,LKP-2e1c08626e,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=486,2,0,Sudah Berjalan,
K-MOODLE-482,LKP-9e93870afd,MAHIR MICROSOFT WORD,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=482,18,0,Sudah Berjalan,
K-MOODLE-740,LKP-9e93870afd,ENGLISH Online Course,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=740,7,0,Sudah Berjalan,
K-MOODLE-474,LKP-50020965b2,Kursus tata kecantikan rambut,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=474,3,0,Sudah Berjalan,
K-MOODLE-790,LKP-21da32bbe9,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=790,2,0,Sudah Berjalan,
K-MOODLE-368,LKP-2ad03b9fba,Belajar Design Grafis dengan Aplikasi Canva,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=368,4,0,Sudah Berjalan,
K-MOODLE-693,LKP-d76bb7e93e,Komputer Dasar,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=693,1,0,Sudah Berjalan,
K-MOODLE-660,LKP-534d7a6475,Pemangkasan Rambut Jenjang III,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=660,2,0,Sudah Berjalan,
K-MOODLE-551,LKP-ff3cff1b8a,Menjadi Administrasi Perkantoran (Microsoft Word) Profesional,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=551,2,0,Sudah Berjalan,
K-MOODLE-656,LKP-2e1543c274,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=656,2,0,Sudah Berjalan,
K-MOODLE-641,LKP-1d7714cd10,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=641,2,0,Sudah Berjalan,
K-MOODLE-1241,LKP-7d419e5822,Pemeriksaan Tekanan Bahan Bakar Nolen Training Center,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1241,2,0,Sudah Berjalan,
K-MOODLE-629,LKP-a354ac654b,Kursus Daring (online) Pelatihan Desain Grafis Level 3,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=629,5,0,Sudah Berjalan,
K-MOODLE-810,LKP-a354ac654b,Kursus Daring (Online) Pelatihan ATH Sayuran Hidroponik,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=810,11,0,Sudah Berjalan,
K-MOODLE-811,LKP-a354ac654b,Kursus Daring (Online) Pelatihan ATH Buah Hidroponik,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=811,13,0,Sudah Berjalan,
K-MOODLE-792,LKP-3cb2c859af,BUDIDAYA SAYURAN HIDROPONIK,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=792,2,0,Sudah Berjalan,
K-MOODLE-2098,LKP-bef116c320,Sistem Injeksi,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=2098,2,0,Sudah Berjalan,
K-MOODLE-700,LKP-acd9c255f9,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=700,2,0,Sudah Berjalan,
K-MOODLE-536,LKP-8e5a413ee8,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=536,2,0,Sudah Berjalan,
K-MOODLE-422,LKP-fad2961644,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=422,2,0,Sudah Berjalan,
K-MOODLE-668,LKP-3e14106f0c,Kursus  membuat jilbab siffon tiga layer LKP AL-Latif,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=668,1,0,Sudah Berjalan,
K-MOODLE-659,LKP-c2ef64aab4,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=659,2,0,Sudah Berjalan,
K-MOODLE-455,LKP-57709672f4,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=455,2,0,Sudah Berjalan,
K-MOODLE-435,LKP-ffe62f0638,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=435,2,0,Sudah Berjalan,
K-MOODLE-756,LKP-07bfbd038a,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=756,2,0,Sudah Berjalan,
K-MOODLE-1264,LKP-7db48808ca,Anti Lock Braking Safety,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1264,2,0,Sudah Berjalan,
K-MOODLE-1101,LKP-b13fc7a831,"Next Level Digital Marketing: Optimalkan Automasi Iklan IG, FB, TikTok, Shopee & TikTok Affiliate",https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1101,3,0,Sudah Berjalan,
K-MOODLE-621,LKP-b13fc7a831,Mendesain Karikatur untuk Kaos dengan Photoshop,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=621,3,0,Sudah Berjalan,
K-MOODLE-604,LKP-8405605eea,LKP ALKAUTSAR COMPUTER,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=604,1,0,Sudah Berjalan,
K-MOODLE-351,LKP-5c6b6a4d6c,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=351,2,0,Sudah Berjalan,
K-MOODLE-526,LKP-c0d35e4c26,Kursus Tata Rias Wajah,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=526,2,0,Sudah Berjalan,
K-MOODLE-505,LKP-602c0ac0e9,Mahir Microsoft Word Untuk Siswa dan Perkantoran,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=505,4,0,Sudah Berjalan,
K-MOODLE-718,LKP-602c0ac0e9,Microsoft Excel,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=718,1,0,Sudah Berjalan,
K-MOODLE-723,LKP-602c0ac0e9,Power Point untuk Pemula,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=723,1,0,Sudah Berjalan,
K-MOODLE-479,LKP-902b0c6ebb,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=479,1,0,Sudah Berjalan,
K-MOODLE-694,LKP-17196348eb,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=694,2,0,Sudah Berjalan,
K-MOODLE-2272,LKP-b4cfe80226,English from Basic: Belajar Bahasa Inggris dari Nol,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=2272,2,0,Sudah Berjalan,
K-MOODLE-676,LKP-d0fbeb35d6,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=676,1,0,Sudah Berjalan,
K-MOODLE-336,LKP-60d8e4e03e,Microsoft Office Basic,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=336,5,0,Sudah Berjalan,
K-MOODLE-332,LKP-dc1966d4e0,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=332,2,0,Sudah Berjalan,
K-MOODLE-627,LKP-6539470777,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=627,1,0,Sudah Berjalan,
K-MOODLE-680,LKP-7c300ecfa4,KURSUS SALON KECANTIKAN,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=680,2,0,Sudah Berjalan,
K-MOODLE-2117,LKP-2ec91d8f2e,Merias Wajah Sendiri (Self Makeup) LKP Sistha Sari,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=2117,2,0,Sudah Berjalan,
K-MOODLE-514,LKP-306fd9d13f,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=514,2,0,Sudah Berjalan,
K-MOODLE-2115,LKP-8bfeab959b,Tata Rias Pengantin Gaun Panjang Berkerudung LKP Mutiara Pati,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=2115,1,0,Sudah Berjalan,
K-MOODLE-808,LKP-426595e3e6,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=808,2,0,Sudah Berjalan,
K-MOODLE-614,LKP-569f0bbc61,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=614,2,0,Sudah Berjalan,
K-MOODLE-623,LKP-ded7d2719e,BAHASA INGGRIS DASAR (BASIC ONE),https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=623,2,0,Sudah Berjalan,
K-MOODLE-661,LKP-16def801fd,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=661,2,0,Sudah Berjalan,
K-MOODLE-684,LKP-4b694331a9,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=684,2,0,Sudah Berjalan,
K-MOODLE-634,LKP-1b7911ecc5,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=634,2,0,Sudah Berjalan,
K-MOODLE-530,LKP-767a509aab,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=530,2,0,Sudah Berjalan,
K-MOODLE-689,LKP-71ee5fa91e,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=689,2,0,Sudah Berjalan,
K-MOODLE-436,LKP-d945884240,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=436,2,0,Sudah Berjalan,
K-MOODLE-525,LKP-bcb4bad6b6,kursus baru,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=525,2,0,Sudah Berjalan,
K-MOODLE-654,LKP-3e5cf78097,Microsoft Excel Untuk Pelajar,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=654,2,0,Sudah Berjalan,
K-MOODLE-2122,LKP-e6bd705c16,Kreasi Tas Belanja Eco-Friendly untuk Pemula,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=2122,2,0,Sudah Berjalan,
K-MOODLE-2214,LKP-8fda2498e4,Mahir Menjahit Blouse Wanita dari Nol hingga Siap Pakai,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=2214,2,0,Sudah Berjalan,
K-MOODLE-2261,LKP-8fda2498e4,Dasar - Dasar Pola dan Jahit,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=2261,2,0,Sudah Berjalan,
K-MOODLE-1109,LKP-e0c91fb822,Mendeteksi  Penyebab Gangguan Kelistrikan Sepeda Motor,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1109,8,0,Sudah Berjalan,
K-MOODLE-1110,LKP-e0c91fb822,Merancang Desain Interior dengan AutoCAD,https://kursusdaring.kemendikdasmen.go.id/course/view.php?id=1110,3,0,Sudah Berjalan,
