id,lkp_id,nama_kelas,link,peserta,lulusan,status
K-4040-0,LKP-0b52af0c48,"KURSUS TEKNIK SEPEDA MOTOR - SISTEM INJEKSI
MENGEMUDI ( FAMILY DRIVER )",,0,0,Materi Lengkap - Belum Ada Peserta
K-4040-1,LKP-0b52af0c48,"KURSUS TEKNIK SEPEDA MOTOR - SISTEM INJEKSI
MENGEMUDI ( FAMILY DRIVER )",,0,0,Materi Lengkap - Belum Ada Peserta
K-4040-2,LKP-0b52af0c48,"KURSUS TEKNIK SEPEDA MOTOR - SISTEM INJEKSI
MENGEMUDI ( FAMILY DRIVER )",,0,0,Materi Lengkap - Belum Ada Peserta
K-4045-0,LKP-d623a51bd3,Membuat Game Dengan Aplikasi GDevelop,,0,0,Materi Lengkap - Belum Ada Peserta
K-4045-1,LKP-d623a51bd3,Membuat Game Dengan Aplikasi GDevelop,,0,0,Materi Lengkap - Belum Ada Peserta
K-4045-2,LKP-d623a51bd3,Membuat Game Dengan Aplikasi GDevelop,,0,0,Materi Lengkap - Belum Ada Peserta
K-4046-0,LKP-5aa4d3985c,kursusbaru,,0,0,Materi Belum Lengkap
K-4046-1,LKP-5aa4d3985c,kursusbaru,,0,0,Materi Belum Lengkap
K-4046-2,LKP-5aa4d3985c,kursusbaru,,0,0,Materi Belum Lengkap
K-4091-0,LKP-0d237c822c,kursusbaru,,0,0,Materi Belum Lengkap
K-4091-1,LKP-0d237c822c,kursusbaru,,0,0,Materi Belum Lengkap
K-4091-2,LKP-0d237c822c,kursusbaru,,0,0,Materi Belum Lengkap
K-4098-0,LKP-17a864d483,kursus baru,,0,0,Materi Belum Lengkap
K-4098-1,LKP-17a864d483,kursus baru,,0,0,Materi Belum Lengkap
K-4098-2,LKP-17a864d483,kursus baru,,0,0,Materi Belum Lengkap
K-4115-0,LKP-99ce99b11e,"Coffe & Service Excellence Class, Speak with Confidence, Learn with Passion!, 
The Hospitality Excellence Class",,72,3,Sudah Berjalan
K-4115-1,LKP-99ce99b11e,"Coffe & Service Excellence Class, Speak with Confidence, Learn with Passion!, 
The Hospitality Excellence Class",,72,3,Sudah Berjalan
K-4115-2,LKP-99ce99b11e,"Coffe & Service Excellence Class, Speak with Confidence, Learn with Passion!, 
The Hospitality Excellence Class",,72,3,Sudah Berjalan
K-4122-0,LKP-86c1e4279b,Pelatihan dan Sertifikasi BNSP Digital Marketing dan Desain Grafis,,1,0,Sudah Berjalan
K-4122-1,LKP-86c1e4279b,Pelatihan dan Sertifikasi BNSP Digital Marketing dan Desain Grafis,,1,0,Sudah Berjalan
K-4122-2,LKP-86c1e4279b,Pelatihan dan Sertifikasi BNSP Digital Marketing dan Desain Grafis,,1,0,Sudah Berjalan
K-4173-0,LKP-718ebd7892,kursus baru,,0,0,Materi Belum Lengkap
K-4173-1,LKP-718ebd7892,kursus baru,,0,0,Materi Belum Lengkap
K-4173-2,LKP-718ebd7892,kursus baru,,0,0,Materi Belum Lengkap
K-4197-0,LKP-ca6ccbb68d,"Kursus Perkantoran Administrasi dan Bisnis, dadad, Belajar Ilustrasi dan Editing Grafis Bagi Perancang Desain Grafis",,15,2,Sudah Berjalan
K-4197-1,LKP-ca6ccbb68d,"Kursus Perkantoran Administrasi dan Bisnis, dadad, Belajar Ilustrasi dan Editing Grafis Bagi Perancang Desain Grafis",,15,2,Sudah Berjalan
K-4197-2,LKP-ca6ccbb68d,"Kursus Perkantoran Administrasi dan Bisnis, dadad, Belajar Ilustrasi dan Editing Grafis Bagi Perancang Desain Grafis",,15,2,Sudah Berjalan
K-4288-0,LKP-ca0a0347de,LIBMI EDUCATION CENTER Digital Marketing,,2,0,Sudah Berjalan
K-4288-1,LKP-ca0a0347de,LIBMI EDUCATION CENTER Digital Marketing,,2,0,Sudah Berjalan
K-4288-2,LKP-ca0a0347de,LIBMI EDUCATION CENTER Digital Marketing,,2,0,Sudah Berjalan
K-4303-0,LKP-2471b0d39c,BELAJAR MENGGUNAKAN CORELDRAW BAGI PEMULA,,3,0,Sudah Berjalan
K-4303-1,LKP-2471b0d39c,BELAJAR MENGGUNAKAN CORELDRAW BAGI PEMULA,,3,0,Sudah Berjalan
K-4303-2,LKP-2471b0d39c,BELAJAR MENGGUNAKAN CORELDRAW BAGI PEMULA,,3,0,Sudah Berjalan
K-4379-0,LKP-10f15574ce,kursus baru,,0,0,Materi Belum Lengkap
K-4379-1,LKP-10f15574ce,kursus baru,,0,0,Materi Belum Lengkap
K-4379-2,LKP-10f15574ce,kursus baru,,0,0,Materi Belum Lengkap
K-4470-0,LKP-d5b4e58720,kursusbaru,,0,0,Materi Belum Lengkap
K-4470-1,LKP-d5b4e58720,kursusbaru,,0,0,Materi Belum Lengkap
K-4470-2,LKP-d5b4e58720,kursusbaru,,0,0,Materi Belum Lengkap
K-4493-0,LKP-8405605eea,LKP ALKAUTSAR COMPUTER,,0,0,Materi Belum Lengkap
K-4493-1,LKP-8405605eea,LKP ALKAUTSAR COMPUTER,,0,0,Materi Belum Lengkap
K-4493-2,LKP-8405605eea,LKP ALKAUTSAR COMPUTER,,0,0,Materi Belum Lengkap
K-4519-0,LKP-2c521e8f71,kursusbaru,,0,0,Materi Belum Lengkap
K-4519-1,LKP-2c521e8f71,kursusbaru,,0,0,Materi Belum Lengkap
K-4519-2,LKP-2c521e8f71,kursusbaru,,0,0,Materi Belum Lengkap
K-4552-0,LKP-10ab0834c4,kursusbaru,,0,0,Materi Belum Lengkap
K-4552-1,LKP-10ab0834c4,kursusbaru,,0,0,Materi Belum Lengkap
K-4552-2,LKP-10ab0834c4,kursusbaru,,0,0,Materi Belum Lengkap
K-4553-0,LKP-0636a6e322,Komputer Aplikasi Perkantoran,,0,0,Materi Belum Lengkap
K-4553-1,LKP-0636a6e322,Komputer Aplikasi Perkantoran,,0,0,Materi Belum Lengkap
K-4553-2,LKP-0636a6e322,Komputer Aplikasi Perkantoran,,0,0,Materi Belum Lengkap
K-4564-0,LKP-3e14106f0c,Kursus membuat jilbab siffon tiga layer LKP AL-Latif,,1,0,Sudah Berjalan
K-4564-1,LKP-3e14106f0c,Kursus membuat jilbab siffon tiga layer LKP AL-Latif,,1,0,Sudah Berjalan
K-4564-2,LKP-3e14106f0c,Kursus membuat jilbab siffon tiga layer LKP AL-Latif,,1,0,Sudah Berjalan
K-4572-0,LKP-07ec57b070,kursusbaru,,0,0,Materi Belum Lengkap
K-4572-1,LKP-07ec57b070,kursusbaru,,0,0,Materi Belum Lengkap
K-4572-2,LKP-07ec57b070,kursusbaru,,0,0,Materi Belum Lengkap
K-4584-0,LKP-bd68b858ae,kursus baru,,0,0,Materi Belum Lengkap
K-4584-1,LKP-bd68b858ae,kursus baru,,0,0,Materi Belum Lengkap
K-4584-2,LKP-bd68b858ae,kursus baru,,0,0,Materi Belum Lengkap
K-4604-0,LKP-1b7911ecc5,kursus baru,,0,0,Materi Belum Lengkap
K-4604-1,LKP-1b7911ecc5,kursus baru,,0,0,Materi Belum Lengkap
K-4604-2,LKP-1b7911ecc5,kursus baru,,0,0,Materi Belum Lengkap
K-4610-0,LKP-4b694331a9,kursusbaru,,0,0,Materi Belum Lengkap
K-4610-1,LKP-4b694331a9,kursusbaru,,0,0,Materi Belum Lengkap
K-4610-2,LKP-4b694331a9,kursusbaru,,0,0,Materi Belum Lengkap
K-4617-0,LKP-16def801fd,kursusbaru,,0,0,Materi Belum Lengkap
K-4617-1,LKP-16def801fd,kursusbaru,,0,0,Materi Belum Lengkap
K-4617-2,LKP-16def801fd,kursusbaru,,0,0,Materi Belum Lengkap
K-4667-0,LKP-f67e0c5392,Tata Busana,,0,0,Materi Belum Lengkap
K-4667-1,LKP-f67e0c5392,Tata Busana,,0,0,Materi Belum Lengkap
K-4667-2,LKP-f67e0c5392,Tata Busana,,0,0,Materi Belum Lengkap
K-4710-0,LKP-1cd99ad50d,Kelas TOEFL Preparation dan Bonus TOEFL Prediction,,0,0,Materi Belum Lengkap
K-4710-1,LKP-1cd99ad50d,Kelas TOEFL Preparation dan Bonus TOEFL Prediction,,0,0,Materi Belum Lengkap
K-4710-2,LKP-1cd99ad50d,Kelas TOEFL Preparation dan Bonus TOEFL Prediction,,0,0,Materi Belum Lengkap
K-4772-0,LKP-534ad76bef,Pelatihan dan Sertifikasi BNSP Barista,,0,0,Materi Lengkap - Belum Ada Peserta
K-4772-1,LKP-534ad76bef,Pelatihan dan Sertifikasi BNSP Barista,,0,0,Materi Lengkap - Belum Ada Peserta
K-4772-2,LKP-534ad76bef,Pelatihan dan Sertifikasi BNSP Barista,,0,0,Materi Lengkap - Belum Ada Peserta
K-4780-0,LKP-36de4a1259,Training of Trainer (ToT) - KKNI Level 4,,0,0,Materi Lengkap - Belum Ada Peserta
K-4780-1,LKP-36de4a1259,Training of Trainer (ToT) - KKNI Level 4,,0,0,Materi Lengkap - Belum Ada Peserta
K-4780-2,LKP-36de4a1259,Training of Trainer (ToT) - KKNI Level 4,,0,0,Materi Lengkap - Belum Ada Peserta
K-4809-0,LKP-07bfbd038a,kursusbaru,,0,0,Materi Belum Lengkap
K-4809-1,LKP-07bfbd038a,kursusbaru,,0,0,Materi Belum Lengkap
K-4809-2,LKP-07bfbd038a,kursusbaru,,0,0,Materi Belum Lengkap
K-4812-0,LKP-7db48808ca,Otomotif,,0,0,Materi Belum Lengkap
K-4812-1,LKP-7db48808ca,Otomotif,,0,0,Materi Belum Lengkap
K-4812-2,LKP-7db48808ca,Otomotif,,0,0,Materi Belum Lengkap
K-4815-0,LKP-0c830d847d,kursusbaru,,0,0,Materi Belum Lengkap
K-4815-1,LKP-0c830d847d,kursusbaru,,0,0,Materi Belum Lengkap
K-4815-2,LKP-0c830d847d,kursusbaru,,0,0,Materi Belum Lengkap
K-4817-0,LKP-b13fc7a831,"Next Level Digital Marketing: Optimalkan Automasi Iklan IG, FB, TikTok, Shopee & TikTok Affiliate
Mendesain Karikatur untuk Kaos dengan Photoshop",,3,0,Sudah Berjalan
K-4817-1,LKP-b13fc7a831,"Next Level Digital Marketing: Optimalkan Automasi Iklan IG, FB, TikTok, Shopee & TikTok Affiliate
Mendesain Karikatur untuk Kaos dengan Photoshop",,3,0,Sudah Berjalan
K-4817-2,LKP-b13fc7a831,"Next Level Digital Marketing: Optimalkan Automasi Iklan IG, FB, TikTok, Shopee & TikTok Affiliate
Mendesain Karikatur untuk Kaos dengan Photoshop",,3,0,Sudah Berjalan
K-4849-0,LKP-789cbcc0c4,Pemasaran Digital Untuk Wirausaha Pemula,,0,0,Materi Belum Lengkap
K-4849-1,LKP-789cbcc0c4,Pemasaran Digital Untuk Wirausaha Pemula,,0,0,Materi Belum Lengkap
K-4849-2,LKP-789cbcc0c4,Pemasaran Digital Untuk Wirausaha Pemula,,0,0,Materi Belum Lengkap
K-4853-0,LKP-47c7b67d04,Membuat Web Desain dengan Canva,,0,0,Materi Belum Lengkap
K-4853-1,LKP-47c7b67d04,Membuat Web Desain dengan Canva,,0,0,Materi Belum Lengkap
K-4853-2,LKP-47c7b67d04,Membuat Web Desain dengan Canva,,0,0,Materi Belum Lengkap
K-4881-0,LKP-39dc6be2fc,Pelatihan Pijat Refleksi,,0,0,Materi Lengkap - Belum Ada Peserta
K-4881-1,LKP-39dc6be2fc,Pelatihan Pijat Refleksi,,0,0,Materi Lengkap - Belum Ada Peserta
K-4881-2,LKP-39dc6be2fc,Pelatihan Pijat Refleksi,,0,0,Materi Lengkap - Belum Ada Peserta
K-4898-0,LKP-40426ddeae,kursusbaru,,0,0,Materi Belum Lengkap
K-4898-1,LKP-40426ddeae,kursusbaru,,0,0,Materi Belum Lengkap
K-4898-2,LKP-40426ddeae,kursusbaru,,0,0,Materi Belum Lengkap
K-4915-0,LKP-560e34faad,"IT & Multi Media 2 peserta 0 lulus 0
Digital Marketing peserta 0 lulus 0
Desain Grafis peserta 0 lulus 0
Microsoft Office Powerpoint peserta 0 lulus 0
Microsoft Office Excel peserta 0 lulus 0
Microsoft Office Word Media peserta 0 lulus 0
Microsoft Windows materi ada peserta 0 lulus 0
IT & Multi Media peserta 0 lulus 0",,0,0,Materi Belum Lengkap
K-4915-1,LKP-560e34faad,"IT & Multi Media 2 peserta 0 lulus 0
Digital Marketing peserta 0 lulus 0
Desain Grafis peserta 0 lulus 0
Microsoft Office Powerpoint peserta 0 lulus 0
Microsoft Office Excel peserta 0 lulus 0
Microsoft Office Word Media peserta 0 lulus 0
Microsoft Windows materi ada peserta 0 lulus 0
IT & Multi Media peserta 0 lulus 0",,0,0,Materi Belum Lengkap
K-4915-2,LKP-560e34faad,"IT & Multi Media 2 peserta 0 lulus 0
Digital Marketing peserta 0 lulus 0
Desain Grafis peserta 0 lulus 0
Microsoft Office Powerpoint peserta 0 lulus 0
Microsoft Office Excel peserta 0 lulus 0
Microsoft Office Word Media peserta 0 lulus 0
Microsoft Windows materi ada peserta 0 lulus 0
IT & Multi Media peserta 0 lulus 0",,0,0,Materi Belum Lengkap
K-4927-0,LKP-14ac92672b,LKP Ayu Busono,,0,0,Materi Belum Lengkap
K-4927-1,LKP-14ac92672b,LKP Ayu Busono,,0,0,Materi Belum Lengkap
K-4927-2,LKP-14ac92672b,LKP Ayu Busono,,0,0,Materi Belum Lengkap
K-4948-0,LKP-550b02a652,judul tidak sesuai,,0,0,Materi Belum Lengkap
K-4948-1,LKP-550b02a652,judul tidak sesuai,,0,0,Materi Belum Lengkap
K-4948-2,LKP-550b02a652,judul tidak sesuai,,0,0,Materi Belum Lengkap
K-4952-0,LKP-c61f48fae2,TOEFL Preparation LKP GAZEBO ENGLISH COURSE,,0,0,Materi Belum Lengkap
K-4952-1,LKP-c61f48fae2,TOEFL Preparation LKP GAZEBO ENGLISH COURSE,,0,0,Materi Belum Lengkap
K-4952-2,LKP-c61f48fae2,TOEFL Preparation LKP GAZEBO ENGLISH COURSE,,0,0,Materi Belum Lengkap
K-5007-0,LKP-810b158027,"DESAIN LABEL PRODUK DENGAN PHOTOSHOP...9 peserta 2 lulus
EDITING VIDEO MENGGUNAKAN VN (VlogNow)..13 peserta 5 lulus",,28,7,Sudah Berjalan
K-5007-1,LKP-810b158027,"DESAIN LABEL PRODUK DENGAN PHOTOSHOP...9 peserta 2 lulus
EDITING VIDEO MENGGUNAKAN VN (VlogNow)..13 peserta 5 lulus",,28,7,Sudah Berjalan
K-5007-2,LKP-810b158027,"DESAIN LABEL PRODUK DENGAN PHOTOSHOP...9 peserta 2 lulus
EDITING VIDEO MENGGUNAKAN VN (VlogNow)..13 peserta 5 lulus",,28,7,Sudah Berjalan
K-5010-0,LKP-f2610a733a,LKP EVERGREEN ENGLISH COURSE,,0,0,Materi Belum Lengkap
K-5010-1,LKP-f2610a733a,LKP EVERGREEN ENGLISH COURSE,,0,0,Materi Belum Lengkap
K-5010-2,LKP-f2610a733a,LKP EVERGREEN ENGLISH COURSE,,0,0,Materi Belum Lengkap
K-5011-0,LKP-7c300ecfa4,kursusbaru,,0,0,Materi Belum Lengkap
K-5011-1,LKP-7c300ecfa4,kursusbaru,,0,0,Materi Belum Lengkap
K-5011-2,LKP-7c300ecfa4,kursusbaru,,0,0,Materi Belum Lengkap
K-5024-0,LKP-7068c13e8f,kursusbaru,,0,0,Materi Lengkap - Belum Ada Peserta
K-5024-1,LKP-7068c13e8f,kursusbaru,,0,0,Materi Lengkap - Belum Ada Peserta
K-5024-2,LKP-7068c13e8f,kursusbaru,,0,0,Materi Lengkap - Belum Ada Peserta
K-5038-0,LKP-21030f33f4,kursusbaru,,0,0,Materi Belum Lengkap
K-5038-1,LKP-21030f33f4,kursusbaru,,0,0,Materi Belum Lengkap
K-5038-2,LKP-21030f33f4,kursusbaru,,0,0,Materi Belum Lengkap
K-5072-0,LKP-bef116c320,"KURSUS SEPEDA MOTOR, kursus baru
belum ada kelas",,0,0,Materi Belum Lengkap
K-5072-1,LKP-bef116c320,"KURSUS SEPEDA MOTOR, kursus baru
belum ada kelas",,0,0,Materi Belum Lengkap
K-5072-2,LKP-bef116c320,"KURSUS SEPEDA MOTOR, kursus baru
belum ada kelas",,0,0,Materi Belum Lengkap
K-5086-0,LKP-a354ac654b,"Kursus Daring (Online) Pelatihan ATH Sayuran Hidroponik
Kursus Daring (Online) Pelatihan ATH BuahHidroponik
Kursus Daring (online) Pelatihan Desain Grafis Level 3",,27,5,Sudah Berjalan
K-5086-1,LKP-a354ac654b,"Kursus Daring (Online) Pelatihan ATH Sayuran Hidroponik
Kursus Daring (Online) Pelatihan ATH BuahHidroponik
Kursus Daring (online) Pelatihan Desain Grafis Level 3",,27,5,Sudah Berjalan
K-5086-2,LKP-a354ac654b,"Kursus Daring (Online) Pelatihan ATH Sayuran Hidroponik
Kursus Daring (Online) Pelatihan ATH BuahHidroponik
Kursus Daring (online) Pelatihan Desain Grafis Level 3",,27,5,Sudah Berjalan
K-5087-0,LKP-3cb2c859af,BUDIDAYA SAYURAN HIDROPONIK,,23,0,Sudah Berjalan
K-5087-1,LKP-3cb2c859af,BUDIDAYA SAYURAN HIDROPONIK,,23,0,Sudah Berjalan
K-5087-2,LKP-3cb2c859af,BUDIDAYA SAYURAN HIDROPONIK,,23,0,Sudah Berjalan
K-5159-0,LKP-2b22c2eead,English for Tour Guide,,16,0,Sudah Berjalan
K-5159-1,LKP-2b22c2eead,English for Tour Guide,,16,0,Sudah Berjalan
K-5159-2,LKP-2b22c2eead,English for Tour Guide,,16,0,Sudah Berjalan
K-5235-0,LKP-978ad25a38,Design Engineering,,0,0,Materi Belum Lengkap
K-5235-1,LKP-978ad25a38,Design Engineering,,0,0,Materi Belum Lengkap
K-5235-2,LKP-978ad25a38,Design Engineering,,0,0,Materi Belum Lengkap
K-5245-0,LKP-146d9f1b1c,Teknisi Komputer,,0,0,Materi Belum Lengkap
K-5245-1,LKP-146d9f1b1c,Teknisi Komputer,,0,0,Materi Belum Lengkap
K-5245-2,LKP-146d9f1b1c,Teknisi Komputer,,0,0,Materi Belum Lengkap
K-5280-0,LKP-95636fb637,"Belajar Bahasa Inggris Tanpa Menghafal
Kursus Barista Manual Brew",,7,0,Sudah Berjalan
K-5280-1,LKP-95636fb637,"Belajar Bahasa Inggris Tanpa Menghafal
Kursus Barista Manual Brew",,7,0,Sudah Berjalan
K-5280-2,LKP-95636fb637,"Belajar Bahasa Inggris Tanpa Menghafal
Kursus Barista Manual Brew",,7,0,Sudah Berjalan
K-5287-0,LKP-a2e4a08a02,imbel Mental Aritmatic (sempoa) dan English for kidz,,0,0,Materi Belum Lengkap
K-5287-1,LKP-a2e4a08a02,imbel Mental Aritmatic (sempoa) dan English for kidz,,0,0,Materi Belum Lengkap
K-5287-2,LKP-a2e4a08a02,imbel Mental Aritmatic (sempoa) dan English for kidz,,0,0,Materi Belum Lengkap
K-5307-0,LKP-1e2d07eee6,DESY EDUCATION KURSUS BAHASA MANDARIN,,30,0,Sudah Berjalan
K-5307-1,LKP-1e2d07eee6,DESY EDUCATION KURSUS BAHASA MANDARIN,,30,0,Sudah Berjalan
K-5307-2,LKP-1e2d07eee6,DESY EDUCATION KURSUS BAHASA MANDARIN,,30,0,Sudah Berjalan
K-5347-0,LKP-d0fbeb35d6,kursusbaru,,0,0,Materi Belum Lengkap
K-5347-1,LKP-d0fbeb35d6,kursusbaru,,0,0,Materi Belum Lengkap
K-5347-2,LKP-d0fbeb35d6,kursusbaru,,0,0,Materi Belum Lengkap
K-5372-0,LKP-c62e241961,kursusbaru,,0,0,Materi Belum Lengkap
K-5372-1,LKP-c62e241961,kursusbaru,,0,0,Materi Belum Lengkap
K-5372-2,LKP-c62e241961,kursusbaru,,0,0,Materi Belum Lengkap
K-5378-0,LKP-3e5cf78097,Mengoprasikan Microsoft Excel Untuk Tenaga Perkantoran Umum,,0,0,Materi Lengkap - Belum Ada Peserta
K-5378-1,LKP-3e5cf78097,Mengoprasikan Microsoft Excel Untuk Tenaga Perkantoran Umum,,0,0,Materi Lengkap - Belum Ada Peserta
K-5378-2,LKP-3e5cf78097,Mengoprasikan Microsoft Excel Untuk Tenaga Perkantoran Umum,,0,0,Materi Lengkap - Belum Ada Peserta
K-5421-0,LKP-8d5fa73610,kursusbaru,,0,0,Materi Belum Lengkap
K-5421-1,LKP-8d5fa73610,kursusbaru,,0,0,Materi Belum Lengkap
K-5421-2,LKP-8d5fa73610,kursusbaru,,0,0,Materi Belum Lengkap
K-5424-0,LKP-90dfe82ee6,kursusbaru,,0,0,Materi Belum Lengkap
K-5424-1,LKP-90dfe82ee6,kursusbaru,,0,0,Materi Belum Lengkap
K-5424-2,LKP-90dfe82ee6,kursusbaru,,0,0,Materi Belum Lengkap
K-5511-0,LKP-6e6cad8a13,"General English Level A1, kursus baru",,3,0,Sudah Berjalan
K-5511-1,LKP-6e6cad8a13,"General English Level A1, kursus baru",,3,0,Sudah Berjalan
K-5511-2,LKP-6e6cad8a13,"General English Level A1, kursus baru",,3,0,Sudah Berjalan
K-5578-0,LKP-7938db2e95,Public speaking Probest,,0,0,Materi Belum Lengkap
K-5578-1,LKP-7938db2e95,Public speaking Probest,,0,0,Materi Belum Lengkap
K-5578-2,LKP-7938db2e95,Public speaking Probest,,0,0,Materi Belum Lengkap
K-5579-0,LKP-209eac66a2,"Kursus Administrasi Perkantoran dan Bisnis dengan Microsoft Office Dasar, Belajar Ilustrasidan Editing Grafis Bagi Perancang Desain Grafis",,0,0,Materi Lengkap - Belum Ada Peserta
K-5579-1,LKP-209eac66a2,"Kursus Administrasi Perkantoran dan Bisnis dengan Microsoft Office Dasar, Belajar Ilustrasidan Editing Grafis Bagi Perancang Desain Grafis",,0,0,Materi Lengkap - Belum Ada Peserta
K-5579-2,LKP-209eac66a2,"Kursus Administrasi Perkantoran dan Bisnis dengan Microsoft Office Dasar, Belajar Ilustrasidan Editing Grafis Bagi Perancang Desain Grafis",,0,0,Materi Lengkap - Belum Ada Peserta
K-5597-0,LKP-c249773767,"LKP Politeknik Indonesia Internasional peserta 0 lulus 0
Akuntansi Dasar materi lengkap peserta 0 lulus 0
Aplikasi Perkantoran Profesional materi belum lengkap peserta 0 lulus 0",,0,0,Materi Lengkap - Belum Ada Peserta
K-5597-1,LKP-c249773767,"LKP Politeknik Indonesia Internasional peserta 0 lulus 0
Akuntansi Dasar materi lengkap peserta 0 lulus 0
Aplikasi Perkantoran Profesional materi belum lengkap peserta 0 lulus 0",,0,0,Materi Lengkap - Belum Ada Peserta
K-5597-2,LKP-c249773767,"LKP Politeknik Indonesia Internasional peserta 0 lulus 0
Akuntansi Dasar materi lengkap peserta 0 lulus 0
Aplikasi Perkantoran Profesional materi belum lengkap peserta 0 lulus 0",,0,0,Materi Lengkap - Belum Ada Peserta
K-5627-0,LKP-99e1bcbe97,Public Speaking,,2,0,Sudah Berjalan
K-5627-1,LKP-99e1bcbe97,Public Speaking,,2,0,Sudah Berjalan
K-5627-2,LKP-99e1bcbe97,Public Speaking,,2,0,Sudah Berjalan
K-5702-0,LKP-6ffe0c4bc3,"Kursus Tata Kecantikan Kulit Dasar, Tehnologi Kecantikan Tepat Guna Kulit Indonesia",,26,0,Sudah Berjalan
K-5702-1,LKP-6ffe0c4bc3,"Kursus Tata Kecantikan Kulit Dasar, Tehnologi Kecantikan Tepat Guna Kulit Indonesia",,26,0,Sudah Berjalan
K-5702-2,LKP-6ffe0c4bc3,"Kursus Tata Kecantikan Kulit Dasar, Tehnologi Kecantikan Tepat Guna Kulit Indonesia",,26,0,Sudah Berjalan
K-5752-0,LKP-9840686706,TERAPI AUTISME AND LEARNING CENTER SPECIAL NEEDS,,0,0,Materi Lengkap - Belum Ada Peserta
K-5752-1,LKP-9840686706,TERAPI AUTISME AND LEARNING CENTER SPECIAL NEEDS,,0,0,Materi Lengkap - Belum Ada Peserta
K-5752-2,LKP-9840686706,TERAPI AUTISME AND LEARNING CENTER SPECIAL NEEDS,,0,0,Materi Lengkap - Belum Ada Peserta
K-5778-0,LKP-71f2d42849,kursus baru,,0,0,Materi Belum Lengkap
K-5778-1,LKP-71f2d42849,kursus baru,,0,0,Materi Belum Lengkap
K-5778-2,LKP-71f2d42849,kursus baru,,0,0,Materi Belum Lengkap
K-5797-0,LKP-1a993ea6bb,Panduan Singkat Digital Marketing,,0,0,Materi Belum Lengkap
K-5797-1,LKP-1a993ea6bb,Panduan Singkat Digital Marketing,,0,0,Materi Belum Lengkap
K-5797-2,LKP-1a993ea6bb,Panduan Singkat Digital Marketing,,0,0,Materi Belum Lengkap
K-5864-0,LKP-2011559640,Komputer Aplikasi Perkantoran,,0,0,Materi Lengkap - Belum Ada Peserta
K-5864-1,LKP-2011559640,Komputer Aplikasi Perkantoran,,0,0,Materi Lengkap - Belum Ada Peserta
K-5864-2,LKP-2011559640,Komputer Aplikasi Perkantoran,,0,0,Materi Lengkap - Belum Ada Peserta
K-5867-0,LKP-7010614642,Berlatih Edit Foto Untuk PerancangnGrafis,,3,0,Sudah Berjalan
K-5867-1,LKP-7010614642,Berlatih Edit Foto Untuk PerancangnGrafis,,3,0,Sudah Berjalan
K-5867-2,LKP-7010614642,Berlatih Edit Foto Untuk PerancangnGrafis,,3,0,Sudah Berjalan
K-5877-0,LKP-23a21c378c,Kursus fotografi,,62,14,Sudah Berjalan
K-5877-1,LKP-23a21c378c,Kursus fotografi,,62,14,Sudah Berjalan
K-5877-2,LKP-23a21c378c,Kursus fotografi,,62,14,Sudah Berjalan
K-5884-0,LKP-c099039b1f,"Mengelola Laporan Keuangan bagi juru tata usaha Akuntansi, Menghasilkan Desain Produk Usaha Bagi Perancang Produk Industri",,5,0,Sudah Berjalan
K-5884-1,LKP-c099039b1f,"Mengelola Laporan Keuangan bagi juru tata usaha Akuntansi, Menghasilkan Desain Produk Usaha Bagi Perancang Produk Industri",,5,0,Sudah Berjalan
K-5884-2,LKP-c099039b1f,"Mengelola Laporan Keuangan bagi juru tata usaha Akuntansi, Menghasilkan Desain Produk Usaha Bagi Perancang Produk Industri",,5,0,Sudah Berjalan
K-5888-0,LKP-2413ee8364,kursusbaru,,0,0,Materi Belum Lengkap
K-5888-1,LKP-2413ee8364,kursusbaru,,0,0,Materi Belum Lengkap
K-5888-2,LKP-2413ee8364,kursusbaru,,0,0,Materi Belum Lengkap
K-5908-0,LKP-e40d565fdf,Hazard Analysis Critical Control Points (HACCP),,56,50,Sudah Berjalan
K-5908-1,LKP-e40d565fdf,Hazard Analysis Critical Control Points (HACCP),,56,50,Sudah Berjalan
K-5908-2,LKP-e40d565fdf,Hazard Analysis Critical Control Points (HACCP),,56,50,Sudah Berjalan
K-5915-0,LKP-7720d18da6,PROGLAT DARING CUSTOMER SERVICE,,0,0,Materi Belum Lengkap
K-5915-1,LKP-7720d18da6,PROGLAT DARING CUSTOMER SERVICE,,0,0,Materi Belum Lengkap
K-5915-2,LKP-7720d18da6,PROGLAT DARING CUSTOMER SERVICE,,0,0,Materi Belum Lengkap
K-5938-0,LKP-d9f9bd2b31,kursusbaru,,0,0,Materi Belum Lengkap
K-5938-1,LKP-d9f9bd2b31,kursusbaru,,0,0,Materi Belum Lengkap
K-5938-2,LKP-d9f9bd2b31,kursusbaru,,0,0,Materi Belum Lengkap
K-5971-0,LKP-3472ec7ff7,KURSUS DIGITAL MARKETING,,0,0,Materi Lengkap - Belum Ada Peserta
K-5971-1,LKP-3472ec7ff7,KURSUS DIGITAL MARKETING,,0,0,Materi Lengkap - Belum Ada Peserta
K-5971-2,LKP-3472ec7ff7,KURSUS DIGITAL MARKETING,,0,0,Materi Lengkap - Belum Ada Peserta
K-5972-0,LKP-dbcf68da15,Judul belum sesuai,,0,0,Materi Belum Lengkap
K-5972-1,LKP-dbcf68da15,Judul belum sesuai,,0,0,Materi Belum Lengkap
K-5972-2,LKP-dbcf68da15,Judul belum sesuai,,0,0,Materi Belum Lengkap
